m_row$$,kennr,versuchsbez,zul_erstmalig_am,mittelname,formulierung_art,zul_ende,mittel_mit_geringem_risiko
AAAxdIAAEAAAAm9AAJ,024436-65,10061-00001-I-0-EC,2014-07-29T22:00:00Z,COMPO BIO Insekten-frei Neem,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAAm9AAK,060939-70,NUD-01080-H-3-SL;NUD-01080-H-4-SL,2017-11-27T23:00:00Z,Profi M Fluid,SL,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAm9AAL,024459-60,ADD-92101-F-1-WG,2017-11-27T23:00:00Z,FLOVINE,WG,2026-02-14T23:00:00Z,
AAAxdIAAEAAAAm9AAM,008422-62,12226-12345-W-0-SL,2018-01-04T23:00:00Z,Halmstärker Ethephon Plus,SL,2026-11-14T23:00:00Z,
AAAxdIAAEAAAAm9AAN,007874-60,CHD-00982-I-0-EC,2017-01-05T23:00:00Z,Orefa Delta M,EC,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAm9AAO,006281-61,NUD-01911-H-0-SL,2017-01-19T23:00:00Z,Nufosate,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAAm9AAP,006929-60,SCF-30011-W-0-SG,2014-01-21T23:00:00Z,PROVIDE 10SG,SG,2026-07-14T22:00:00Z,
AAAxdIAAEAAAAm9AAQ,006177-61,NEU-01171-H-0-AL,2014-01-13T23:00:00Z,Finalsan AF SchachtelhalmFrei,AL,2026-12-30T23:00:00Z,
AAAxdIAAEAAAAm9AAR,007508-61,COM-50809-H-0-AL,2014-07-30T22:00:00Z,VOROX Unkrautfrei Express AF,AL,2027-11-30T23:00:00Z,
AAAxdIAAEAAAAm9AAS,007507-62,10035-50816-H-0-EW,2014-07-30T22:00:00Z,VOROX Unkrautfrei Express,EW,2027-11-30T23:00:00Z,
AAAxdIAAEAAAAm9AAT,006914-66,HEL-20001-H-0-EC,2016-11-13T23:00:00Z,Fluroxane 180 EC,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAAm9AAU,007519-62,HEL-30004-FW-0-EW,2016-11-13T23:00:00Z,Helocur 250 EW,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAm+AAA,006220-61,10061-01197-H-0-SC;10061-01197-H-1-SC;10061-03300-H-2-SC,2012-06-07T22:00:00Z,Profi Flo 400 SC,SC,2027-01-30T23:00:00Z,
AAAxdIAAEAAAAm+AAB,005945-63,ISK-09506-H-0-OD;ISK-09506-H-1-OD,2012-10-23T22:00:00Z,Motivell Extra 6 OD,OD,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAm+AAC,006408-61,HEN-11140-I-1-AE,2011-04-11T22:00:00Z,DEDEVAP green,AE,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAm+AAD,006366-61,NUD-20065-H-0-WG;10285-20065-H-1-WG,2012-03-28T22:00:00Z,Acupro,WG,2027-01-14T23:00:00Z,
AAAxdIAAEAAAAm+AAE,024172-62,NEU-01111-AI-1-AL;NEU-01111-AI-2-AL,2011-05-24T22:00:00Z,Promanal AF GrünpflanzenSchädlingsFrei,AL,2026-08-14T22:00:00Z,
AAAxdIAAEAAAAm+AAF,005945-62,ISK-09506-H-0-OD;ISK-09506-H-1-OD,2010-10-20T22:00:00Z,SAMSON EXTRA 6 OD,OD,2027-12-30T23:00:00Z,
AAAxdIAAEAAAAm+AAG,006331-60,14107-17180-I-0-EC,2011-04-25T22:00:00Z,INSEKTENIL-VORAProtect,EC,2026-10-30T23:00:00Z,
AAAxdIAAEAAAAm+AAH,006331-61,14107-17180-I-0-EC,2011-04-25T22:00:00Z,microsol-SP-3000,EC,2026-10-30T23:00:00Z,
AAAxdIAAEAAAAm+AAI,025678-60,10039-92600-F-0-EC,2012-05-20T22:00:00Z,TALENDO,EC,2027-05-14T22:00:00Z,
AAAxdIAAEAAAAm+AAJ,034028-60,BAY-12760-FW-2-EW,2012-10-28T23:00:00Z,Horizon,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAm+AAK,034028-61,BAY-12760-FW-2-EW,2012-10-28T23:00:00Z,Lynx,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAAm+AAL,006858-60,11490-14382-H-0-WG,2013-10-06T22:00:00Z,Chenkar,WG,2026-06-29T22:00:00Z,
AAAxdIAAEAAAAm+AAM,006171-63,COM-10605-AI-0-AL;COM-10605-AI-1-AL,2012-08-05T22:00:00Z,COMPO Triathlon Universal Insekten-frei AF,AL,2026-08-30T22:00:00Z,
AAAxdIAAEAAAAm+AAN,033944-60,DET-02050-I-1-GE,2016-06-20T22:00:00Z,Detia-Magphos,GE,2027-11-29T23:00:00Z,
AAAxdIAAEAAAAm+AAO,007825-61,DEO-01071-M-0-RB,2016-06-20T22:00:00Z,Bayer Garten Schneckenkorn Protect MaXX,RB,2027-08-30T22:00:00Z,
