kode,kodeliste,sprache,kodetext,sperre
SF621,74,DE,"Beim Umgang mit gebeiztem Saatgut Universal-Schutzhandschuhe (Pflanzenschutz) und Schutzanzug gegen Pflanzenschutzmittel tragen sowie beim Laden von gebeiztem Saatgut zusätzlich Partikelfiltrierende Halbmaske FFP2 oder Halbmaske mit Partikelfilter P2 (Kennfarbe: weiß) gemäß BVL-Richtlinie für die Anforderungen an die persönliche Schutzausrüstung im Pflanzenschutz, in der jeweils geltenden Fassung, tragen.",J
AP03350,75,DE,"maximaler Mittelaufwand 350 ml/ha (entsprechend maximal 3,5 Saatgut-Einheiten pro ha; 1 Einheit umfasst 100.000 Korn)",N
AP03350,75,GB,maximum application rate 350 mL/ha (equivalent to a maximum of  3.5 seed units per ha; 1 unit includes 100 000 grains),N
VA261,74,DE,"Es ist sicherzustellen, dass das gebrauchsfertige magnesiumphosphidhaltige Mittel bei Anwendung gegen Vorratsschädlinge nach Gebrauch aus der Umgebung von Lebens- und Futtermitteln entfernt wird.",N
VA261,74,GB,Ensure that the product containing magnesium phosphide which is ready for use is removed from the proximity of food and feed after use on storage pests.,N
ST1102,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when handling the undiluted product.",N
ST1112,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when handling the undiluted product in closed rooms.",N
ST1122,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when handling the undiluted product in bush and tree cultures.",N
ST1132,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when handling the undiluted product in field crops.",N
ST1141,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when handling the undiluted product in bush and tree cultures with trailed equipment.",N
ST1151,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when handling the undiluted product in bush and tree cultures with operator-carried equipment.",N
ST1203,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when applying/handling the product ready for application.",N
ST1212,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when applying/handling the product ready for application in closed rooms.",N
ST1222,74,GB,"Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when applying/handling the product ready for application in bush and tree cultures.",N
AZ0315,75,DE,1. Behandlung 2-4 Wochen nach Lagerbeginn,N
AZ0315,75,GB,1st treatment 2-4 weeks of storage,N
AZ0319,75,DE,1. Behandlung mit einem chlorprophamhaltigen Mittel zum Zeitpunkt der Einlagerung mit einem Wirkstoffaufwand von 10 g/t Erntegut,N
AZ0318,75,DE,2. bis 8. Behandlung als Folgebehandlungen,N
AP05120,75,DE,maximaler Mittelaufwand 120 ml/t Erntegut während der gesamten Lagerdauer,N
AP050120,75,GB,maximum application rate 120 mL/t harvested produce during entire period of storage,J
AP05085,75,GB,maximum application rate 85 mL/t harvested produce during entire period of storage (2. -  8. treatment),N
AP05085,75,DE,maximaler Mittelaufwand 85 ml/t Erntegut während der gesamten Lagerdauer (2. bis 8. Behandlung),N
AP05120,75,GB,maximum application rate 120 mL/t harvested produce during entire period of storage,N
ABA,28,DE,achte Behandlung,N
ABA,28,GB,eighth treatment,N
GHS03,40,DE,Flamme über einem Kreis,N
GHS04,40,DE,Gasflasche,N
GHS05,40,DE,Ätzwirkung,N
GHS06,40,DE,Totenkopf mit gekreuzten Knochen,N
GHS07,40,DE,Ausrufezeichen,N
GHS08,40,DE,Gesundheitsgefahr,N
GHS01,40,DE,explodierende Bombe,N
GHS02,40,DE,Flamme,N
GHS09,40,DE,Umwelt,N
GHS03,40,GB,flame over circle,N
GHS04,40,GB,gas cylinder,N
GHS05,40,GB,corrosion,N
GHS06,40,GB,skull and crossbones,N
GHS07,40,GB,exclamation mark,N
GHS01,40,GB,exploding bomb,N
GHS02,40,GB,flame,N
GHS08,40,GB,health hazard,N
GHS09,40,GB,environment,N
EUH 001,70,DE,In trockenem Zustand explosionsgefährlich.,N
EUH 006,70,DE,Mit und ohne Luft explosionsfähig.,J
EUH 014,70,DE,Reagiert heftig mit Wasser.,N
EUH 018,70,DE,Kann bei Verwendung explosionsfähige/entzündbare Dampf/Luft-Gemische bilden.,N
???,66,GB,Code to be defined,N
A03,66,GB,R=methyl,J
A04,66,GB,R=ethyl,J
C00,66,GB,cis-form,J
D00,66,GB,D-isomers,J
D31,66,GB,"D-isomers, DMA",J
H00,66,GB,anhydrous,J
H01,66,GB,monohydrate,J
H03,66,GB,mono-and heptahydrate (mixture),J
H07,66,GB,heptahydrate,J
I00,66,GB,isomer mixture,J
I01,66,GB,isomer 1,J
I02,66,GB,isomer 2,J
I03,66,GB,isomer 3,J
I04,66,GB,isomer 4,J
L00,66,GB,L-isomers,J
M01,66,GB,metabolite 1,J
O00,66,GB,mixture of optical isomers,J
O01,66,GB,optical isomer A,J
O02,66,GB,optical isomer B,J
P00,66,GB,P-isomer,J
P01,66,GB,methyl-nonyl-acetaldehyde,J
P54,66,GB,P-buthyl ester,J
ST1,66,GB,var. kurstaki,J
ST2,66,GB,var. tenebrionis,J
ST3,66,GB,var. aizawai,J
ST4,66,GB,from pseudomonas fluorescens,J
ST5,66,GB,strain T 99,J
ST6,66,GB,strain QST 713,J
ST7,66,GB,strain 251,J
S01,66,GB,position isomers 1,J
T00,66,GB,trans form,J
T01,66,GB,?,J
V01,66,GB,alcaline,J
W00,66,GB,active ingredient,J
W01,66,GB,mercury (active ingredient),J
W02,66,GB,copper (active ingredient),J
W03,66,GB,PH 3 (active ingredient),J
SF608,74,GB,Standard protective gloves must be worn when handling the dressed seed,J
SS203,74,GB,Wear working gloves when applying/handling the product.,N
ST126,74,GB,Wear particle-filtering half mask in accordance with German industrial standard DIN EN 149 FFP2 or half mask DIN 58 646-HM with particle filter P2 DIN EN 143 (identification colour: white) when bagging the seeds.,J
ST127,74,GB,Wear particle-filtering half mask in accordance with German industrial standard DIN EN 149 FFP2 or half mask DIN 58 646-HM with particle filter P2 DIN EN 143 (identification colour: white) when cleaning the seed-dressing equipment.,J
P231+P232,71,DE,Inhalt unter inertem Gas/... handhaben und aufbewahren. Vor Feuchtigkeit schützen.,N
P232,71,DE,Vor Feuchtigkeit schützen.,N
P233,71,DE,Behälter dicht verschlossen halten.,N
P234,71,DE,Nur in Originalverpackung aufbewahren.,N
P235,71,DE,Kühl halten.,N
P235+P410,71,DE,Kühl halten. Vor Sonnenbestrahlung schützen.,J
P240,71,DE,Behälter und zu befüllende Anlage erden.,N
P241,71,DE,Explosionsgeschützte [elektrische/Lüftungs-/Beleuchtungs-/...] Geräte verwenden.,N
P242,71,DE,Funkenarmes Werkzeug verwenden.,N
P243,71,DE,Maßnahmen gegen elektrostatische Entladungen treffen.,N
P244,71,DE,Ventile und Ausrüstungsteile öl- und fettfrei halten.,N
P250,71,DE,Nicht schleifen/stoßen/reiben/...,N
P251,71,DE,"Nicht durchstechen oder verbrennen, auch nicht nach Gebrauch.",N
P260,71,DE,Staub/Rauch/Gas/Nebel/Dampf/Aerosol nicht einatmen.,N
P261,71,DE,Einatmen von Staub/Rauch/Gas/Nebel/Dampf/Aerosol vermeiden.,N
P262,71,DE,"Nicht in die Augen, auf die Haut oder auf die Kleidung gelangen lassen.",N
P263,71,DE,Berührung während Schwangerschaft und Stillzeit vermeiden.,N
P264,71,DE,Nach Gebrauch ... gründlich waschen.,N
P270,71,DE,"Bei Gebrauch nicht essen, trinken oder rauchen.",N
P271,71,DE,Nur im Freien oder in gut belüfteten Räumen verwenden.,N
P272,71,DE,Kontaminierte Arbeitskleidung nicht außerhalb des Arbeitsplatzes tragen.,N
P273,71,DE,Freisetzung in die Umwelt vermeiden.,N
P280,71,DE,Schutzhandschuhe/Schutzkleidung/Augenschutz/Gesichtsschutz tragen.,N
P281,71,DE,Vorgeschriebene persönliche Schutzausrüstung verwenden.,N
P282,71,DE,Schutzhandschuhe mit Kälteisolierung und zusätzlich Gesichtsschild oder Augenschutz tragen.,N
P283,71,DE,Schwer entflammbare oder flammhemmende Kleidung tragen.,N
P284,71,DE,[Bei unzureichender Belüftung] Atemschutz tragen.,N
P285,71,DE,Bei unzureichender Belüfung Atemschutz tragen.,J
P301,71,DE,BEI VERSCHLUCKEN:,N
P301+P310,71,DE,BEI VERSCHLUCKEN: Sofort GIFTINFORMATIONSZENTRUM/Arzt/ ... anrufen.,N
P301+P312,71,DE,BEI VERSCHLUCKEN: Bei Unwohlsein GIFTINFORMATIONSZENTRUM/Arzt/... anrufen.,N
P301+P330+P331,71,DE,BEI VERSCHLUCKEN: Mund ausspülen. KEIN Erbrechen herbeiführen.,N
P302,71,DE,BEI BERÜHRUNG MIT DER HAUT:,N
P302+P334,71,DE,BEI BERÜHRUNG MIT DER HAUT: In kaltes Wasser tauchen oder nassen Verband anlegen.,N
P302+P350,71,DE,BEI KONTAKT MIT DER HAUT: Behutsam mit viel Wasser und Seife waschen.,J
P302+P352,71,DE,BEI BERÜHRUNG MIT DER HAUT: Mit viel Wasser/... waschen.,N
P303,71,DE,BEI BERÜHRUNG MIT DER HAUT (oder dem Haar):,N
P303+P361+P353,71,DE,BEI BERÜHRUNG MIT DER HAUT (oder dem Haar): Alle kontaminierten Kleidungsstücke sofort ausziehen. Haut mit Wasser abwaschen [oder duschen].,N
P304,71,DE,BEI EINATMEN:,N
P304+P340,71,DE,BEI EINATMEN: Die Person an die frische Luft bringen und für ungehinderte Atmung sorgen.,N
P304+P341,71,DE,"BEI EINATMEN: Bei Atembeschwerden an die frische Luft bringen und in einer Position ruhigstellen, die das Atmen erleichtert.",J
P305,71,DE,BEI KONTAKT MIT DEN AUGEN:,N
P305+P351+P338,71,DE,BEI KONTAKT MIT DEN AUGEN: Einige Minuten lang behutsam mit Wasser spülen. Eventuell vorhandene Kontaktlinsen nach Möglichkeit entfernen. Weiter spülen.,N
P306,71,DE,BEI KONTAKT MIT DER KLEIDUNG:,N
P306+P360,71,DE,BEI KONTAKT MIT DER KLEIDUNG: Kontaminierte Kleidung und Haut sofort mit viel Wasser abwaschen und danach Kleidung ausziehen.,N
P307,71,DE,BEI Exposition:,J
P307+P311,71,DE,BEI Exposition oder falls betroffen: GIFTINFORMATIONSZENTRUM/Arzt/... anrufen.,J
P308,71,DE,BEI Exposition oder falls betroffen,N
P308+P313,71,DE,BEI Exposition oder falls betroffen: Ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen.,N
P309,71,DE,BEI Exposition oder Unwohlsein:,J
P309+P311,71,DE,BEI Exposition oder Unwohlsein: GIFTINFORMATIONSZENTRUM oder Arzt anrufen.,J
P310,71,DE,Sofort GIFTINFORMATIONSZENTRUM/Arzt/... anrufen.,N
P311,71,DE,GIFTINFORMATIONSZENTRUM/Arzt/... anrufen.,N
P312,71,DE,Bei Unwohlsein GIFTINFORMATIONSZENTRUM/Arzt/... anrufen.,N
P313,71,DE,Ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen.,N
P314,71,DE,Bei Unwohlsein ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen.,N
A1201,75,DE,"Lagerungstemperatur 0,5 bis 3,5 °C; maximal 9 °C",N
